Date,Year,Avg_Price,Total_Volume,Small_4046,Medium_4225,Large_4770,Other_PLU,Total_Bags,Small_Bags,Medium_Bags,Large_Bags,Type,Region
2015-02-22,2015,1.87,1564,105,1019,0,440,440,360,80,0,organic,Indianapolis
2015-02-15,2015,1.77,1602,89,956,0,557,556,450,106,0,organic,Indianapolis
2015-02-08,2015,1.68,2086,42,779,0,1265,1266,1227,39,0,organic,Indianapolis
2015-02-01,2015,1.69,1565,45,805,0,715,715,497,218,0,organic,Indianapolis
2015-01-25,2015,1.78,1221,50,765,0,406,406,287,119,0,organic,Indianapolis
2015-01-18,2015,1.96,1084,45,926,0,113,113,105,8,0,organic,Indianapolis
2015-01-11,2015,1.83,1410,95,922,0,393,393,358,35,0,organic,Indianapolis
2015-01-04,2015,1.63,1781,77,874,0,830,829,543,286,0,organic,Indianapolis
2015-12-27,2015,1.82,1755,1155,45,28,527,527,527,0,0,organic,Jacksonville
2015-12-20,2015,1.83,1743,1079,55,15,594,593,593,0,0,organic,Jacksonville
2015-12-13,2015,1.9,1479,1133,42,11,293,293,293,0,0,organic,Jacksonville
2015-12-06,2015,1.76,2081,1762,43,19,257,257,257,0,0,organic,Jacksonville
2015-11-29,2015,1.87,1303,926,32,12,333,333,333,0,0,organic,Jacksonville
2015-11-22,2015,1.9,1640,1258,42,24,316,317,317,0,0,organic,Jacksonville
2015-11-15,2015,1.88,1955,1447,48,16,444,444,437,7,0,organic,Jacksonville
2015-11-08,2015,1.83,1746,1113,34,9,590,590,590,0,0,organic,Jacksonville
2015-11-01,2015,1.82,2109,1331,22,13,743,743,743,0,0,organic,Jacksonville
2015-10-25,2015,1.89,2089,1617,27,9,436,437,437,0,0,organic,Jacksonville
2015-10-18,2015,2.26,2167,1601,45,15,506,507,507,0,0,organic,Jacksonville
2015-10-11,2015,2.11,2606,1536,44,26,1000,1000,1000,0,0,organic,Jacksonville
2015-10-04,2015,2.14,1808,1102,50,6,650,650,650,0,0,organic,Jacksonville
2015-09-27,2015,2.31,1593,1229,49,21,294,293,293,0,0,organic,Jacksonville
2015-09-20,2015,2.11,1558,940,20,8,590,590,590,0,0,organic,Jacksonville
2015-09-13,2015,2.18,1722,1105,61,7,549,550,550,0,0,organic,Jacksonville
2015-09-06,2015,2.07,2016,1096,55,8,857,857,857,0,0,organic,Jacksonville
2015-08-30,2015,1.93,2452,1209,52,21,1170,1170,1170,0,0,organic,Jacksonville
2015-08-23,2015,1.82,3056,1313,55,25,1663,1663,1663,0,0,organic,Jacksonville
2015-08-16,2015,1.69,3622,1276,49,9,2288,2288,2270,18,0,organic,Jacksonville
2015-08-09,2015,2.19,2058,1395,61,25,577,578,578,0,0,organic,Jacksonville
2015-08-02,2015,2.21,1980,1338,62,27,553,553,553,0,0,organic,Jacksonville
2015-07-26,2015,1.83,2842,1276,44,25,1497,1497,1497,0,0,organic,Jacksonville
2015-07-19,2015,1.63,3598,1209,24,34,2331,2330,2330,0,0,organic,Jacksonville
2015-07-12,2015,1.91,3754,1209,48,18,2479,2479,2479,0,0,organic,Jacksonville
2015-07-05,2015,1.87,1787,1263,65,9,450,450,450,0,0,organic,Jacksonville
2015-06-28,2015,1.95,1774,1516,85,16,157,158,150,8,0,organic,Jacksonville
2015-06-21,2015,1.92,1989,1552,114,10,313,313,310,3,0,organic,Jacksonville
2015-06-14,2015,1.88,2209,1621,60,16,512,511,480,31,0,organic,Jacksonville
2015-06-07,2015,1.64,4115,3240,119,13,743,743,743,0,0,organic,Jacksonville
2015-05-31,2015,1.83,2054,1344,18,22,670,670,670,0,0,organic,Jacksonville
2015-05-24,2015,1.83,2451,1521,69,14,847,847,847,0,0,organic,Jacksonville
2015-05-17,2015,1.75,2471,1551,187,248,485,485,485,0,0,organic,Jacksonville
2015-05-10,2015,1.81,2282,1296,45,34,907,907,907,0,0,organic,Jacksonville
2015-05-03,2015,1.82,2079,1314,26,30,709,708,708,0,0,organic,Jacksonville
2015-04-26,2015,1.88,2003,1426,36,30,511,510,510,0,0,organic,Jacksonville
2015-04-19,2015,1.82,2077,1376,35,13,653,652,652,0,0,organic,Jacksonville
2015-04-12,2015,1.89,1891,1407,56,21,407,407,407,0,0,organic,Jacksonville
2015-04-05,2015,1.81,1886,1210,65,49,562,563,558,5,0,organic,Jacksonville
2015-03-29,2015,1.76,2215,1346,66,17,786,785,777,8,0,organic,Jacksonville
2015-03-22,2015,1.78,2187,1176,58,29,924,923,923,0,0,organic,Jacksonville
2015-03-15,2015,1.86,1891,1285,61,33,512,513,513,0,0,organic,Jacksonville
2015-03-08,2015,1.81,2222,1300,53,18,851,850,850,0,0,organic,Jacksonville
2015-03-01,2015,1.75,2076,1007,30,25,1014,1013,1013,0,0,organic,Jacksonville
2015-02-22,2015,1.77,1863,956,49,5,853,853,853,0,0,organic,Jacksonville
2015-02-15,2015,1.82,1759,1080,45,17,617,617,617,0,0,organic,Jacksonville
2015-02-08,2015,1.71,2243,892,63,14,1274,1273,1273,0,0,organic,Jacksonville
2015-02-01,2015,1.76,1592,805,60,6,721,720,720,0,0,organic,Jacksonville
2015-01-25,2015,1.88,1140,853,22,1,264,263,263,0,0,organic,Jacksonville
2015-01-18,2015,1.82,1403,847,55,1,500,500,500,0,0,organic,Jacksonville
2015-01-11,2015,1.91,1249,978,25,6,240,240,240,0,0,organic,Jacksonville
2015-01-04,2015,1.81,1381,803,48,7,523,523,523,0,0,organic,Jacksonville
2015-12-27,2015,1.94,4596,1189,2391,0,1016,1015,701,314,0,organic,LasVegas
2015-12-20,2015,1.99,4921,1672,2841,0,408,408,259,149,0,organic,LasVegas
2015-12-13,2015,1.89,5606,1980,3117,0,509,509,408,101,0,organic,LasVegas
2015-12-06,2015,1.97,4460,2223,2159,0,78,77,77,0,0,organic,LasVegas
2015-11-29,2015,2.17,3996,1461,2505,0,30,30,30,0,0,organic,LasVegas
2015-11-22,2015,2.03,4732,2048,2644,0,40,40,40,0,0,organic,LasVegas
2015-11-15,2015,2.05,4981,1846,2978,0,157,157,43,114,0,organic,LasVegas
2015-11-08,2015,1.96,5599,2671,2754,0,174,174,123,51,0,organic,LasVegas
2015-11-01,2015,1.88,5004,1735,3115,0,154,153,153,0,0,organic,LasVegas
2015-10-25,2015,2.16,4223,1225,2724,0,274,273,257,16,0,organic,LasVegas
2015-10-18,2015,2.21,4420,1354,2836,0,230,230,223,7,0,organic,LasVegas
2015-10-11,2015,2.22,4355,1288,2771,0,296,297,297,0,0,organic,LasVegas
2015-10-04,2015,2.31,4655,1209,3329,0,117,117,117,0,0,organic,LasVegas
2015-09-27,2015,1.85,5757,1244,4400,0,113,113,103,10,0,organic,LasVegas
2015-09-20,2015,2.4,3414,693,2697,0,24,23,23,0,0,organic,LasVegas
2015-09-13,2015,2.34,3783,847,2557,0,379,379,270,109,0,organic,LasVegas
2015-09-06,2015,2.14,6724,3063,3222,0,439,439,0,439,0,organic,LasVegas
2015-08-30,2015,1.75,8161,3905,3627,0,629,629,68,561,0,organic,LasVegas
2015-08-23,2015,1.62,8677,4151,3629,0,897,898,362,536,0,organic,LasVegas
2015-08-16,2015,1.63,8549,3299,4589,0,661,661,580,81,0,organic,LasVegas
2015-08-09,2015,1.82,7774,4016,3257,0,501,500,413,87,0,organic,LasVegas
2015-08-02,2015,1.8,9066,4950,3752,0,364,364,297,67,0,organic,LasVegas
2015-07-26,2015,1.85,6775,3052,3505,0,218,218,17,201,0,organic,LasVegas
2015-07-19,2015,1.92,5059,1718,3137,0,204,204,24,180,0,organic,LasVegas
2015-07-12,2015,2.09,5000,1394,3460,0,146,146,104,42,0,organic,LasVegas
2015-07-05,2015,1.6,10493,4752,5225,0,516,515,235,280,0,organic,LasVegas
2015-06-28,2015,1.54,11098,5745,4602,0,751,750,110,640,0,organic,LasVegas
2015-06-21,2015,1.51,11226,6354,4457,0,415,414,174,240,0,organic,LasVegas
2015-06-14,2015,1.44,10352,4424,4826,0,1102,1102,306,796,0,organic,LasVegas
2015-06-07,2015,1.43,10804,5155,4362,0,1287,1287,416,871,0,organic,LasVegas
2015-05-31,2015,1.35,11467,5871,4092,0,1504,1505,487,1018,0,organic,LasVegas
2015-05-24,2015,1.33,12300,6689,4328,0,1283,1282,343,939,0,organic,LasVegas
2015-05-17,2015,1.35,12470,6463,4621,0,1386,1386,330,1056,0,organic,LasVegas
2015-05-10,2015,1.34,10512,5433,3859,0,1220,1219,433,786,0,organic,LasVegas
2015-05-03,2015,1.41,10169,4718,4212,0,1239,1238,451,787,0,organic,LasVegas
2015-04-26,2015,1.76,12434,3751,7660,0,1023,1023,560,463,0,organic,LasVegas
2015-04-19,2015,1.43,10528,5674,3974,0,880,880,233,647,0,organic,LasVegas
2015-04-12,2015,1.56,8895,4397,3478,0,1020,1020,450,570,0,organic,LasVegas
2015-04-05,2015,1.67,9356,4829,3641,0,886,886,545,341,0,organic,LasVegas
2015-03-29,2015,1.43,9470,5072,3688,0,710,710,688,22,0,organic,LasVegas
2015-03-22,2015,1.46,9021,4449,3882,0,690,690,690,0,0,organic,LasVegas
2015-03-15,2015,1.89,4860,1974,2784,0,102,103,67,36,0,organic,LasVegas
2015-03-08,2015,1.78,5911,2676,2767,0,468,467,453,14,0,organic,LasVegas
2015-03-01,2015,1.61,7868,4162,2886,0,820,820,820,0,0,organic,LasVegas
2015-02-22,2015,1.79,7179,3979,3110,0,90,91,87,4,0,organic,LasVegas
2015-02-15,2015,1.79,6259,3337,2623,0,299,300,300,0,0,organic,LasVegas
2015-02-08,2015,1.68,7138,3706,2719,0,713,713,713,0,0,organic,LasVegas
2015-02-01,2015,1.6,7634,4367,2884,0,383,383,383,0,0,organic,LasVegas
2015-01-25,2015,1.66,5759,2421,3051,0,287,286,273,13,0,organic,LasVegas
2015-01-18,2015,1.63,6032,3450,1769,0,813,813,813,0,0,organic,LasVegas
2015-01-11,2015,1.54,6145,4027,2084,0,34,33,33,0,0,organic,LasVegas
2015-01-04,2015,1.5,6330,3731,2142,0,457,457,427,30,0,organic,LasVegas
2015-12-27,2015,1.21,52475,8915,15291,0,28269,28269,25485,2784,0,organic,LosAngeles
2015-12-20,2015,1.11,53170,7660,13979,2,31529,31530,22729,8801,0,organic,LosAngeles
2015-12-13,2015,1.14,51913,8068,13613,0,30232,30233,21067,9166,0,organic,LosAngeles
2015-12-06,2015,1.23,43060,9739,11521,2,21798,21798,21633,165,0,organic,LosAngeles
2015-11-29,2015,1.33,42934,8753,14878,0,19303,19304,19134,170,0,organic,LosAngeles
2015-11-22,2015,1.34,45689,10036,15297,0,20356,20357,19979,378,0,organic,LosAngeles
2015-11-15,2015,1.31,49202,10986,18709,0,19507,19506,18989,517,0,organic,LosAngeles
2015-11-08,2015,1.42,48697,11094,19386,0,18217,18218,17165,1053,0,organic,LosAngeles
2015-11-01,2015,1.36,52816,13987,20741,0,18088,18088,17486,602,0,organic,LosAngeles
2015-10-25,2015,1.41,48799,13800,21061,0,13938,13938,12993,945,0,organic,LosAngeles
2015-10-18,2015,1.62,33738,10371,16004,3,7360,7359,6393,966,0,organic,LosAngeles
2015-10-11,2015,1.72,28063,8094,14760,3,5206,5206,5146,60,0,organic,LosAngeles
2015-10-04,2015,1.68,34443,11738,17363,0,5342,5343,5303,40,0,organic,LosAngeles
2015-09-27,2015,1.51,38333,13182,17468,0,7683,7683,7673,10,0,organic,LosAngeles
2015-09-20,2015,1.57,43451,20901,18317,0,4233,4233,4216,17,0,organic,LosAngeles
2015-09-13,2015,1.66,45534,26153,15359,0,4022,4022,3985,37,0,organic,LosAngeles
2015-09-06,2015,1.6,40541,16411,16444,0,7686,7686,7686,0,0,organic,LosAngeles
2015-08-30,2015,1.58,40655,15094,16297,0,9264,9264,9264,0,0,organic,LosAngeles
2015-08-23,2015,1.52,50234,19023,20438,3,10770,10770,10770,0,0,organic,LosAngeles
2015-08-16,2015,1.55,39543,15077,13358,0,11108,11108,11108,0,0,organic,LosAngeles
2015-08-09,2015,1.61,35631,13862,13291,0,8478,8478,8478,0,0,organic,LosAngeles
2015-08-02,2015,1.63,40544,16172,16828,0,7544,7544,7544,0,0,organic,LosAngeles
2015-07-26,2015,1.53,43804,17780,18295,0,7729,7729,7729,0,0,organic,LosAngeles
2015-07-19,2015,1.56,41637,17780,15390,0,8467,8466,8466,0,0,organic,LosAngeles
2015-07-12,2015,1.59,39172,18272,13741,2,7157,7157,7148,9,0,organic,LosAngeles
2015-07-05,2015,1.46,56930,17847,30122,5,8956,8956,8956,0,0,organic,LosAngeles
2015-06-28,2015,1.47,48421,15430,25964,0,7027,7027,7027,0,0,organic,LosAngeles
2015-06-21,2015,1.46,45353,16257,20594,0,8502,8502,8502,0,0,organic,LosAngeles
2015-06-14,2015,1.44,42369,15848,18470,22,8029,8029,8029,0,0,organic,LosAngeles
2015-06-07,2015,1.42,44035,14740,19066,6,10223,10222,10222,0,0,organic,LosAngeles
2015-05-31,2015,1.4,44606,14419,19120,0,11067,11067,11067,0,0,organic,LosAngeles
2015-05-24,2015,1.42,49071,15437,24125,0,9509,9510,9510,0,0,organic,LosAngeles
2015-05-17,2015,1.41,43907,14135,20351,0,9421,9421,9421,0,0,organic,LosAngeles
2015-05-10,2015,1.39,42132,12338,19930,0,9864,9864,9864,0,0,organic,LosAngeles
2015-05-03,2015,1.36,43115,14802,17706,0,10607,10607,10607,0,0,organic,LosAngeles
2015-04-26,2015,1.4,44091,15816,17652,0,10623,10623,10623,0,0,organic,LosAngeles
2015-04-19,2015,1.41,44689,14353,21089,2,9245,9245,9245,0,0,organic,LosAngeles
2015-04-12,2015,1.39,43408,17119,17886,0,8403,8402,8402,0,0,organic,LosAngeles
2015-04-05,2015,1.42,44985,16980,17530,0,10475,10475,10475,0,0,organic,LosAngeles
2015-03-29,2015,1.42,35122,13962,12698,0,8462,8462,8462,0,0,organic,LosAngeles
2015-03-22,2015,1.25,41440,22334,12862,0,6244,6244,6244,0,0,organic,LosAngeles
2015-03-15,2015,1.42,32656,25317,1121,0,6218,6218,6218,0,0,organic,LosAngeles
2015-03-08,2015,1.35,42280,31604,769,0,9907,9907,9907,0,0,organic,LosAngeles
2015-03-01,2015,1.14,60245,49178,1680,0,9387,9387,9387,0,0,organic,LosAngeles
2015-02-22,2015,1.36,44973,36586,906,0,7481,7481,7481,0,0,organic,LosAngeles
2015-02-15,2015,1.43,41524,33427,1026,0,7071,7071,7071,0,0,organic,LosAngeles
2015-02-08,2015,1.29,46991,36957,2213,0,7821,7821,7821,0,0,organic,LosAngeles
2015-02-01,2015,1.12,50107,39629,1722,0,8756,8757,8757,0,0,organic,LosAngeles
2015-01-25,2015,1.23,38078,28038,1356,0,8684,8685,8685,0,0,organic,LosAngeles
2015-01-18,2015,1.29,43649,33739,1369,0,8541,8541,8541,0,0,organic,LosAngeles
2015-01-11,2015,1.08,60233,52087,2063,0,6083,6082,6082,0,0,organic,LosAngeles
2015-01-04,2015,1.25,54496,47722,1723,0,5051,5051,5051,0,0,organic,LosAngeles
2015-12-27,2015,1.82,863,10,690,0,163,163,60,103,0,organic,Louisville
2015-12-20,2015,1.8,924,34,833,0,57,58,13,45,0,organic,Louisville
2015-12-13,2015,1.52,1112,29,798,0,285,285,0,285,0,organic,Louisville
2015-12-06,2015,1.19,1391,15,869,0,507,508,0,508,0,organic,Louisville
2015-11-29,2015,1.19,1491,35,805,0,651,652,0,652,0,organic,Louisville
2015-11-22,2015,1.87,1202,8,1107,0,87,87,3,84,0,organic,Louisville
2015-11-15,2015,1.83,1156,3,1014,0,139,139,107,32,0,organic,Louisville
2015-11-08,2015,1.68,1273,43,895,0,335,334,153,181,0,organic,Louisville
2015-11-01,2015,1.65,1156,48,836,0,272,271,43,228,0,organic,Louisville
2015-10-25,2015,1.64,1779,69,1632,0,78,78,0,78,0,organic,Louisville
2015-10-18,2015,1.52,1697,20,1443,0,234,234,0,234,0,organic,Louisville
2015-10-11,2015,1.65,1243,12,988,0,243,244,0,244,0,organic,Louisville
2015-10-04,2015,1.87,1155,24,1115,0,16,17,0,17,0,organic,Louisville
2015-09-27,2015,1.79,1603,24,1309,0,270,270,207,63,0,organic,Louisville
2015-09-20,2015,1.65,1975,41,1268,0,666,665,423,242,0,organic,Louisville
2015-09-13,2015,1.69,1858,45,1312,0,501,502,287,215,0,organic,Louisville
2015-09-06,2015,1.38,2451,52,1262,0,1137,1136,440,696,0,organic,Louisville
2015-08-30,2015,1.44,2648,59,1635,0,954,954,273,681,0,organic,Louisville
2015-08-23,2015,1.49,2727,42,1626,0,1059,1059,257,802,0,organic,Louisville
2015-08-16,2015,1.52,2495,4,1866,0,625,625,243,382,0,organic,Louisville
2015-08-09,2015,1.37,3004,3,2117,0,884,885,400,485,0,organic,Louisville
2015-08-02,2015,1.37,2477,4,1787,0,686,687,37,650,0,organic,Louisville
2015-07-26,2015,1.03,2996,0,1295,0,1701,1701,40,1661,0,organic,Louisville
2015-07-19,2015,1.18,2680,0,1437,0,1243,1243,53,1190,0,organic,Louisville
2015-07-12,2015,1.48,2290,8,1486,0,796,796,70,726,0,organic,Louisville
2015-07-05,2015,1.49,2117,0,1260,0,857,857,247,610,0,organic,Louisville
2015-06-28,2015,1.49,1745,9,1260,0,476,475,233,242,0,organic,Louisville
2015-06-21,2015,1.46,2344,19,1653,0,672,673,225,448,0,organic,Louisville
2015-06-14,2015,1.58,2093,17,1175,0,901,901,416,485,0,organic,Louisville
2015-06-07,2015,1.24,2300,14,972,0,1314,1313,437,876,0,organic,Louisville
2015-05-31,2015,1.34,2103,9,1032,0,1062,1063,371,692,0,organic,Louisville
2015-05-24,2015,1.51,2285,4,1340,0,941,941,438,503,0,organic,Louisville
2015-05-17,2015,1.44,2132,2,1336,0,794,794,458,336,0,organic,Louisville
2015-05-10,2015,1.04,3356,13,1329,0,2014,2014,390,1624,0,organic,Louisville
2015-05-03,2015,1.38,2039,1,830,0,1208,1208,463,745,0,organic,Louisville
2015-04-26,2015,1.67,1765,1,1045,0,719,718,373,345,0,organic,Louisville
2015-04-19,2015,1.37,1687,0,915,0,772,773,247,526,0,organic,Louisville
2015-04-12,2015,1.42,1294,9,800,0,485,485,263,222,0,organic,Louisville
2015-04-05,2015,1.59,1517,5,896,0,616,616,330,286,0,organic,Louisville
2015-03-29,2015,1.63,1219,0,685,0,534,533,279,254,0,organic,Louisville
2015-03-22,2015,1.76,1031,11,746,0,274,274,113,161,0,organic,Louisville
2015-03-15,2015,1.65,1665,8,731,0,926,925,797,128,0,organic,Louisville
2015-03-08,2015,1.72,1542,2,913,0,627,627,533,94,0,organic,Louisville
2015-03-01,2015,1.65,1511,0,1078,0,433,432,213,219,0,organic,Louisville
2015-02-22,2015,1.67,1348,14,658,0,676,675,443,232,0,organic,Louisville
2015-02-15,2015,1.75,1201,13,745,0,443,443,327,116,0,organic,Louisville
2015-02-08,2015,1.61,1438,14,824,0,600,601,393,208,0,organic,Louisville
2015-02-01,2015,1.55,1336,0,772,0,564,564,303,261,0,organic,Louisville
2015-01-25,2015,1.68,1201,4,740,0,457,458,217,241,0,organic,Louisville
2015-01-18,2015,1.79,1107,5,676,0,426,425,420,5,0,organic,Louisville
2015-01-11,2015,1.79,1435,0,1219,0,216,217,174,43,0,organic,Louisville
2015-01-04,2015,1.48,1396,12,825,0,559,559,478,81,0,organic,Louisville
2015-12-27,2015,1.57,1156,121,18,0,1017,1017,1017,0,0,organic,MiamiFtLauderdale
2015-12-20,2015,1.5,1563,35,1,0,1527,1527,1527,0,0,organic,MiamiFtLauderdale
2015-12-13,2015,1.5,1366,9,12,0,1345,1346,1346,0,0,organic,MiamiFtLauderdale
2015-12-06,2015,1.49,1054,2,1,0,1051,1051,1044,7,0,organic,MiamiFtLauderdale
2015-11-29,2015,1.51,1204,5,14,0,1185,1184,1184,0,0,organic,MiamiFtLauderdale
2015-11-22,2015,1.11,658,5,8,0,645,645,642,3,0,organic,MiamiFtLauderdale
2015-11-15,2015,1.44,2708,4,1,0,2703,2703,2696,7,0,organic,MiamiFtLauderdale
2015-11-08,2015,1.59,85,4,4,0,77,76,73,3,0,organic,MiamiFtLauderdale
2015-11-01,2015,1.5,1955,4,1,0,1950,1950,1947,3,0,organic,MiamiFtLauderdale
2015-10-25,2015,1.5,1485,6,5,0,1474,1473,1473,0,0,organic,MiamiFtLauderdale
2015-10-18,2015,1.51,902,7,15,0,880,880,880,0,0,organic,MiamiFtLauderdale
2015-10-11,2015,1.51,1780,13,4,0,1763,1763,1763,0,0,organic,MiamiFtLauderdale
2015-10-04,2015,1.5,1584,10,3,0,1571,1571,1571,0,0,organic,MiamiFtLauderdale
2015-09-27,2015,1.5,822,11,3,0,808,808,808,0,0,organic,MiamiFtLauderdale
2015-09-20,2015,1.47,1844,25,1,0,1818,1817,1817,0,0,organic,MiamiFtLauderdale
2015-09-13,2015,1.43,1006,11,5,0,990,990,990,0,0,organic,MiamiFtLauderdale
2015-09-06,2015,1.47,1962,5,5,0,1952,1952,1952,0,0,organic,MiamiFtLauderdale
2015-08-30,2015,1.47,1358,6,12,0,1340,1340,1340,0,0,organic,MiamiFtLauderdale
2015-08-23,2015,1.5,1059,8,1,0,1050,1050,1050,0,0,organic,MiamiFtLauderdale
2015-08-16,2015,1.51,1165,6,22,0,1137,1137,1137,0,0,organic,MiamiFtLauderdale
2015-08-09,2015,1.5,1359,8,8,0,1343,1343,1343,0,0,organic,MiamiFtLauderdale
2015-08-02,2015,1.51,1015,5,17,0,993,993,993,0,0,organic,MiamiFtLauderdale
2015-07-26,2015,1.48,571,5,6,0,560,560,557,3,0,organic,MiamiFtLauderdale
2015-07-19,2015,1.45,793,5,1,0,787,787,787,0,0,organic,MiamiFtLauderdale
2015-07-12,2015,1.56,1752,85,2,0,1665,1664,1664,0,0,organic,MiamiFtLauderdale
2015-07-05,2015,1.88,1766,921,5,0,840,840,840,0,0,organic,MiamiFtLauderdale
2015-06-28,2015,1.86,1628,1181,10,0,437,437,437,0,0,organic,MiamiFtLauderdale
2015-06-21,2015,1.92,1415,1247,6,0,162,161,161,0,0,organic,MiamiFtLauderdale
2015-06-14,2015,1.81,2017,1279,14,0,724,725,725,0,0,organic,MiamiFtLauderdale
2015-06-07,2015,1.75,2094,1086,20,0,988,989,989,0,0,organic,MiamiFtLauderdale
2015-05-31,2015,1.72,2579,1172,12,0,1395,1394,1394,0,0,organic,MiamiFtLauderdale
2015-05-24,2015,1.77,1812,1036,16,0,760,759,751,8,0,organic,MiamiFtLauderdale
2015-05-17,2015,1.79,2141,1252,48,0,841,841,827,14,0,organic,MiamiFtLauderdale
2015-05-10,2015,1.77,2184,1394,9,0,781,782,760,22,0,organic,MiamiFtLauderdale
2015-05-03,2015,1.35,4771,3107,155,0,1509,1509,1509,0,0,organic,MiamiFtLauderdale
2015-04-26,2015,1.25,6631,5849,488,0,294,294,294,0,0,organic,MiamiFtLauderdale
2015-04-19,2015,1.61,2880,1344,31,0,1505,1505,1499,6,0,organic,MiamiFtLauderdale
2015-04-12,2015,1.81,1878,1456,35,0,387,386,386,0,0,organic,MiamiFtLauderdale
2015-04-05,2015,1.86,1702,1232,23,0,447,447,447,0,0,organic,MiamiFtLauderdale
2015-03-29,2015,1.83,2724,1819,35,0,870,870,850,20,0,organic,MiamiFtLauderdale
2015-03-22,2015,1.82,1755,1130,24,0,601,601,590,11,0,organic,MiamiFtLauderdale
2015-03-15,2015,1.73,2478,1133,11,0,1334,1333,1333,0,0,organic,MiamiFtLauderdale
2015-03-08,2015,1.69,2709,1060,15,0,1634,1633,1633,0,0,organic,MiamiFtLauderdale
2015-03-01,2015,1.75,2036,1033,3,0,1000,1000,1000,0,0,organic,MiamiFtLauderdale
2015-02-22,2015,1.92,1387,1141,19,0,227,226,223,3,0,organic,MiamiFtLauderdale
2015-02-15,2015,1.75,1792,909,3,0,880,880,880,0,0,organic,MiamiFtLauderdale
2015-02-08,2015,1.72,2119,945,0,0,1174,1173,1173,0,0,organic,MiamiFtLauderdale
2015-02-01,2015,1.73,1767,827,17,0,923,923,923,0,0,organic,MiamiFtLauderdale
2015-01-25,2015,1.84,1649,1092,27,0,530,530,530,0,0,organic,MiamiFtLauderdale
2015-01-18,2015,1.87,1459,1055,18,0,386,387,387,0,0,organic,MiamiFtLauderdale
2015-01-11,2015,1.85,1615,1091,50,0,474,473,473,0,0,organic,MiamiFtLauderdale
2015-01-04,2015,1.82,2288,1438,54,0,796,797,797,0,0,organic,MiamiFtLauderdale
2015-12-27,2015,1.62,3896,501,2285,0,1110,1110,840,270,0,organic,Nashville
2015-12-20,2015,1.66,3765,480,2713,0,572,571,533,38,0,organic,Nashville
2015-12-13,2015,1.53,4595,593,2602,0,1400,1400,697,703,0,organic,Nashville
2015-12-06,2015,1.49,4205,395,2569,0,1241,1241,620,621,0,organic,Nashville
2015-11-29,2015,1.21,5143,373,2590,0,2180,2181,437,1744,0,organic,Nashville
2015-11-22,2015,1.66,4282,330,3187,0,765,766,617,149,0,organic,Nashville
2015-11-15,2015,1.65,4965,454,3405,0,1106,1106,987,119,0,organic,Nashville
2015-11-08,2015,1.59,5306,585,3242,0,1479,1478,1103,375,0,organic,Nashville
2015-11-01,2015,1.63,4965,580,3237,0,1148,1147,883,264,0,organic,Nashville
2015-10-25,2015,1.69,5077,668,3697,0,712,711,643,68,0,organic,Nashville
2015-10-18,2015,1.66,4679,660,2930,0,1089,1089,930,159,0,organic,Nashville
2015-10-11,2015,1.55,4976,610,3429,0,937,938,297,641,0,organic,Nashville
2015-10-04,2015,1.75,5092,534,3976,0,582,582,577,5,0,organic,Nashville
2015-09-27,2015,1.7,4352,460,3565,0,327,328,127,201,0,organic,Nashville
2015-09-20,2015,1.74,4181,424,3661,0,96,96,13,83,0,organic,Nashville
2015-09-13,2015,1.53,6743,409,4994,0,1340,1340,639,701,0,organic,Nashville
2015-09-06,2015,1.31,8225,356,5187,0,2682,2683,986,1697,0,organic,Nashville
2015-08-30,2015,1.45,7100,379,5319,0,1402,1402,1074,328,0,organic,Nashville
2015-08-23,2015,1.36,7769,389,4852,0,2528,2528,1288,1240,0,organic,Nashville
2015-08-16,2015,1.4,7202,324,4651,0,2227,2227,1247,980,0,organic,Nashville
2015-08-09,2015,1.43,7443,384,5359,0,1700,1700,706,994,0,organic,Nashville
2015-08-02,2015,1.43,8083,428,6058,0,1597,1596,694,902,0,organic,Nashville
2015-07-26,2015,1.15,9174,385,5221,0,3568,3568,576,2992,0,organic,Nashville
2015-07-19,2015,1.23,7732,267,4410,0,3055,3055,1229,1826,0,organic,Nashville
2015-07-12,2015,1.28,7755,373,4517,0,2865,2865,989,1876,0,organic,Nashville
2015-07-05,2015,1.23,7148,338,4695,0,2115,2115,327,1788,0,organic,Nashville
2015-06-28,2015,1.47,5891,390,4223,0,1278,1277,393,884,0,organic,Nashville
2015-06-21,2015,1.8,5259,402,4021,0,836,836,377,459,0,organic,Nashville
2015-06-14,2015,1.76,4985,335,3571,0,1079,1079,400,679,0,organic,Nashville
2015-06-07,2015,1.25,6725,316,3218,0,3191,3192,499,2693,0,organic,Nashville
2015-05-31,2015,1.55,4984,380,2767,0,1837,1837,836,1001,0,organic,Nashville
2015-05-24,2015,1.35,6578,369,3204,0,3005,3006,864,2142,0,organic,Nashville
2015-05-17,2015,1.55,6368,383,4721,0,1264,1264,885,379,0,organic,Nashville
2015-05-10,2015,1.13,9466,370,4670,18,4408,4408,750,3658,0,organic,Nashville
2015-05-03,2015,1.57,4529,335,2365,68,1761,1761,719,1042,0,organic,Nashville
2015-04-26,2015,1.68,4821,255,3162,53,1351,1350,345,1005,0,organic,Nashville
2015-04-19,2015,1.45,9167,355,6292,52,2468,2469,656,1813,0,organic,Nashville
2015-04-12,2015,1.5,6608,494,4812,84,1218,1218,302,916,0,organic,Nashville
